"Date","Temperature","Humidity","Precipitation"
2025-02-08,11.7615429193333,53.377446802154,9.31072075586633
2025-02-09,11.7615429193333,53.7797467917674,9.31428417198132
2025-02-10,11.7615429193333,53.7732123707377,9.31724873718379
2025-02-11,11.7615429193333,53.7718026453795,9.31971505686665
2025-02-12,11.7615429193333,53.7703896294608,9.321766845668
2025-02-13,11.7615429193333,53.7690343873358,9.3234737599816
2025-02-14,11.7615429193333,53.767733832857,9.32489375648538
2025-02-15,11.7615429193333,53.7664857682002,9.32607505568728
2025-02-16,11.7615429193333,53.7652880747875,9.32705777641859
2025-02-17,11.7615429193333,53.7641387196631,9.32787529626753
2025-02-18,11.7615429193333,53.7630357519184,9.32855538380127
2025-02-19,11.7615429193333,53.7619772993828,9.32912114078714
2025-02-20,11.7615429193333,53.7609615654454,9.32959178624774
2025-02-21,11.7615429193333,53.7599868260056,9.32998330886628
2025-02-22,11.7615429193333,53.7590514265467,9.33030900982345
2025-02-23,11.7615429193333,53.7581537793274,9.3305799544512
2025-02-24,11.7615429193333,53.7572923606866,9.33080534800821
2025-02-25,11.7615429193333,53.7564657084577,9.33099284831713
2025-02-26,11.7615429193333,53.7556724194863,9.33114882586656
2025-02-27,11.7615429193333,53.7549111472484,9.33127858020203
2025-02-28,11.7615429193333,53.7541805995652,9.33138651994919
2025-03-01,11.7615429193333,53.7534795364096,9.33147631257945
2025-03-02,11.7615429193333,53.7528067678013,9.33155100900259
2025-03-03,11.7615429193333,53.7521611517868,9.33161314721642
2025-03-04,11.7615429193333,53.7515415925016,9.33166483853337
2025-03-05,11.7615429193333,53.7509470383095,9.33170783931229
2025-03-06,11.7615429193333,53.7503764800177,9.33174361063175
2025-03-07,11.7615429193333,53.7498289491643,9.33177336793178
2025-03-08,11.7615429193333,53.7493035163736,9.33179812231024
2025-03-09,11.7615429193333,53.7487992897792,9.3318187148768
